#--- Experiment --------------------------------------------------------------------------
#NAPTRAM2020CRM6
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.2.0.1289   www.pyroscience.com
#DESKTOP-NLMRG3K
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.04 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XCF7-370-375
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	60% (F)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	12/20/2020	12/20/2020	12/20/2020	8.005000	1.033000	57.800000	-0.016300	-0.000521	-0.001255	0.000000	0.032500	623.000000	0.969700	0.126300	0.000000	0.000000	0.039200	21.012899	2.279103	23.418348	2.000000	623.514893	53.150249	10.033650	23.278902	6.500000	623.531189	1.809169	0.092744
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
27-12-2020	21:05:30.968	39210.222	8.000	8.000	31.740	244	0	623.135	OK	27-12-2020	21:05:30.968	39210.222	21.948	OK
27-12-2020	21:06:00.969	39240.223	8.000	8.000	31.744	244	0	623.135	OK	27-12-2020	21:06:00.969	39240.223	21.951	OK
27-12-2020	21:06:30.969	39270.223	8.001	8.001	31.756	244	0	623.135	OK	27-12-2020	21:06:30.969	39270.223	21.953	OK
27-12-2020	21:07:00.969	39300.223	8.001	8.001	31.760	244	0	623.133	OK	27-12-2020	21:07:00.969	39300.223	21.949	OK
27-12-2020	21:07:30.969	39330.223	8.003	8.003	31.783	244	1	623.135	OK	27-12-2020	21:07:30.969	39330.223	21.950	OK
27-12-2020	21:08:00.969	39360.223	8.002	8.002	31.765	244	-1	623.135	OK	27-12-2020	21:08:00.969	39360.223	21.949	OK
27-12-2020	21:08:30.969	39390.222	8.000	8.000	31.747	244	1	623.135	OK	27-12-2020	21:08:30.969	39390.222	21.947	OK
27-12-2020	21:09:00.969	39420.223	8.000	8.000	31.742	244	0	623.135	OK	27-12-2020	21:09:00.969	39420.223	21.958	OK
27-12-2020	21:09:30.969	39450.223	8.000	8.000	31.741	244	1	623.137	OK	27-12-2020	21:09:30.969	39450.223	21.952	OK
27-12-2020	21:10:00.969	39480.223	8.000	8.000	31.747	244	0	623.135	OK	27-12-2020	21:10:00.969	39480.223	21.951	OK
27-12-2020	21:10:30.971	39510.225	8.001	8.001	31.757	244	-1	623.135	OK	27-12-2020	21:10:30.971	39510.225	21.948	OK
27-12-2020	21:11:00.970	39540.224	8.000	8.000	31.745	244	0	623.135	OK	27-12-2020	21:11:00.970	39540.224	21.950	OK
27-12-2020	21:11:30.970	39570.224	7.997	7.997	31.698	244	0	623.135	OK	27-12-2020	21:11:30.970	39570.224	21.951	OK
27-12-2020	21:12:00.970	39600.224	7.999	7.999	31.727	244	1	623.135	OK	27-12-2020	21:12:00.970	39600.224	21.953	OK
27-12-2020	21:12:30.970	39630.224	8.000	8.000	31.749	244	0	623.135	OK	27-12-2020	21:12:30.970	39630.224	21.956	OK
27-12-2020	21:13:00.970	39660.224	8.002	8.002	31.770	244	0	623.135	OK	27-12-2020	21:13:00.970	39660.224	21.950	OK
27-12-2020	21:13:30.970	39690.224	7.999	7.999	31.719	244	0	623.137	OK	27-12-2020	21:13:30.970	39690.224	21.949	OK
27-12-2020	21:14:00.970	39720.224	8.001	8.001	31.753	244	0	623.135	OK	27-12-2020	21:14:00.970	39720.224	21.952	OK
27-12-2020	21:14:30.970	39750.224	7.999	7.999	31.727	244	2	623.135	OK	27-12-2020	21:14:30.970	39750.224	21.955	OK
27-12-2020	21:15:00.970	39780.224	7.999	7.999	31.730	244	0	623.135	OK	27-12-2020	21:15:00.970	39780.224	21.950	OK
27-12-2020	21:15:30.970	39810.224	8.001	8.001	31.763	244	-1	623.135	OK	27-12-2020	21:15:30.970	39810.224	21.951	OK
27-12-2020	21:16:00.970	39840.224	8.000	8.000	31.733	244	0	623.135	OK	27-12-2020	21:16:00.970	39840.224	21.953	OK
27-12-2020	21:16:30.971	39870.224	8.001	8.001	31.750	244	0	623.135	OK	27-12-2020	21:16:30.971	39870.224	21.954	OK
27-12-2020	21:17:00.972	39900.225	8.004	8.004	31.808	244	0	623.137	OK	27-12-2020	21:17:00.972	39900.225	21.953	OK
27-12-2020	21:17:30.972	39930.225	8.002	8.002	31.770	244	1	623.135	OK	27-12-2020	21:17:30.972	39930.225	21.952	OK
27-12-2020	21:18:00.971	39960.225	7.999	7.999	31.723	244	1	623.135	OK	27-12-2020	21:18:00.971	39960.225	21.955	OK
27-12-2020	21:18:30.971	39990.225	8.000	8.000	31.737	244	1	623.135	OK	27-12-2020	21:18:30.971	39990.225	21.957	OK
27-12-2020	21:19:00.971	40020.225	8.000	8.000	31.745	244	0	623.137	OK	27-12-2020	21:19:00.971	40020.225	21.952	OK
27-12-2020	21:19:30.972	40050.225	7.999	7.999	31.718	244	0	623.135	OK	27-12-2020	21:19:30.972	40050.225	21.954	OK
27-12-2020	21:20:00.971	40080.225	8.001	8.001	31.764	244	0	623.135	OK	27-12-2020	21:20:00.971	40080.225	21.956	OK
27-12-2020	21:20:30.972	40110.226	8.004	8.004	31.802	244	-1	623.135	OK	27-12-2020	21:20:30.972	40110.226	21.954	OK
27-12-2020	21:21:00.972	40140.226	8.002	8.002	31.771	244	1	623.135	OK	27-12-2020	21:21:00.972	40140.226	21.954	OK
27-12-2020	21:21:30.972	40170.226	8.001	8.001	31.751	244	0	623.135	OK	27-12-2020	21:21:30.972	40170.226	21.955	OK
27-12-2020	21:22:00.971	40200.225	8.002	8.002	31.772	244	0	623.135	OK	27-12-2020	21:22:00.971	40200.225	21.958	OK
27-12-2020	21:22:30.979	40230.232	8.000	8.000	31.743	244	0	623.135	OK	27-12-2020	21:22:30.979	40230.232	21.955	OK
27-12-2020	21:23:00.972	40260.226	7.998	7.998	31.717	244	0	623.135	OK	27-12-2020	21:23:00.972	40260.226	21.961	OK
27-12-2020	21:23:30.972	40290.226	8.001	8.001	31.758	244	0	623.137	OK	27-12-2020	21:23:30.972	40290.226	21.950	OK
27-12-2020	21:24:00.972	40320.226	8.001	8.001	31.755	244	0	623.135	OK	27-12-2020	21:24:00.972	40320.226	21.953	OK
27-12-2020	21:24:30.973	40350.227	8.001	8.001	31.759	244	0	623.135	OK	27-12-2020	21:24:30.973	40350.227	21.957	OK
27-12-2020	21:25:00.973	40380.227	8.001	8.001	31.759	244	-1	623.135	OK	27-12-2020	21:25:00.973	40380.227	21.957	OK
27-12-2020	21:25:30.974	40410.227	8.001	8.001	31.760	244	0	623.135	OK	27-12-2020	21:25:30.974	40410.227	21.956	OK
27-12-2020	21:26:00.974	40440.228	8.002	8.002	31.772	244	1	623.135	OK	27-12-2020	21:26:00.974	40440.228	21.958	OK
27-12-2020	21:26:30.974	40470.228	8.001	8.001	31.750	244	0	623.135	OK	27-12-2020	21:26:30.974	40470.228	21.950	OK
27-12-2020	21:27:00.974	40500.228	8.000	8.000	31.745	244	0	623.133	OK	27-12-2020	21:27:00.974	40500.228	21.957	OK
27-12-2020	21:27:30.974	40530.228	8.001	8.001	31.759	244	0	623.135	OK	27-12-2020	21:27:30.974	40530.228	21.960	OK
27-12-2020	21:28:00.975	40560.228	8.001	8.001	31.752	244	0	623.133	OK	27-12-2020	21:28:00.975	40560.228	21.960	OK
27-12-2020	21:28:30.974	40590.228	8.001	8.001	31.754	244	0	623.133	OK	27-12-2020	21:28:30.974	40590.228	21.957	OK
27-12-2020	21:29:00.975	40620.229	7.999	7.999	31.726	244	-1	623.133	OK	27-12-2020	21:29:00.975	40620.229	21.959	OK
27-12-2020	21:29:30.976	40650.229	8.000	8.000	31.747	244	0	623.135	OK	27-12-2020	21:29:30.976	40650.229	21.959	OK
27-12-2020	21:30:00.976	40680.230	8.003	8.003	31.784	244	0	623.135	OK	27-12-2020	21:30:00.976	40680.230	21.952	OK
27-12-2020	21:30:30.976	40710.230	7.999	7.999	31.735	244	-1	623.133	OK	27-12-2020	21:30:30.976	40710.230	21.963	OK
27-12-2020	21:31:00.976	40740.230	7.998	7.998	31.714	244	-1	623.133	OK	27-12-2020	21:31:00.976	40740.230	21.960	OK
27-12-2020	21:31:30.976	40770.229	8.002	8.002	31.771	244	0	623.133	OK	27-12-2020	21:31:30.976	40770.229	21.958	OK
27-12-2020	21:32:00.976	40800.230	8.000	8.000	31.741	244	1	623.133	OK	27-12-2020	21:32:00.976	40800.230	21.957	OK
27-12-2020	21:32:30.976	40830.230	8.001	8.001	31.765	244	0	623.135	OK	27-12-2020	21:32:30.976	40830.230	21.958	OK
27-12-2020	21:33:00.977	40860.231	8.000	8.000	31.748	244	0	623.133	OK	27-12-2020	21:33:00.977	40860.231	21.950	OK
27-12-2020	21:33:30.977	40890.231	8.003	8.003	31.786	244	0	623.133	OK	27-12-2020	21:33:30.977	40890.231	21.962	OK
27-12-2020	21:34:00.977	40920.231	8.002	8.002	31.781	244	0	623.131	OK	27-12-2020	21:34:00.977	40920.231	21.961	OK
27-12-2020	21:34:30.977	40950.231	8.001	8.001	31.754	244	1	623.133	OK	27-12-2020	21:34:30.977	40950.231	21.955	OK
27-12-2020	21:35:00.977	40980.230	8.000	8.000	31.748	244	0	623.133	OK	27-12-2020	21:35:00.977	40980.230	21.962	OK
27-12-2020	21:35:30.976	41010.230	8.000	8.000	31.739	244	0	623.135	OK	27-12-2020	21:35:30.976	41010.230	21.959	OK
27-12-2020	21:36:00.978	41040.231	8.001	8.001	31.753	244	1	623.133	OK	27-12-2020	21:36:00.978	41040.231	21.963	OK
27-12-2020	21:36:30.977	41070.231	8.000	8.000	31.750	244	1	623.133	OK	27-12-2020	21:36:30.977	41070.231	21.958	OK
27-12-2020	21:37:00.984	41100.237	8.000	8.000	31.748	244	0	623.131	OK	27-12-2020	21:37:00.984	41100.237	21.960	OK
27-12-2020	21:37:30.977	41130.231	8.001	8.001	31.761	244	0	623.133	OK	27-12-2020	21:37:30.977	41130.231	21.964	OK
27-12-2020	21:38:00.978	41160.232	8.001	8.001	31.755	244	1	623.131	OK	27-12-2020	21:38:00.978	41160.232	21.964	OK
27-12-2020	21:38:30.977	41190.230	8.003	8.003	31.790	244	0	623.133	OK	27-12-2020	21:38:30.977	41190.230	21.957	OK
27-12-2020	21:39:00.978	41220.231	8.001	8.001	31.758	244	0	623.133	OK	27-12-2020	21:39:00.978	41220.231	21.960	OK
27-12-2020	21:39:30.978	41250.232	8.000	8.000	31.747	244	0	623.133	OK	27-12-2020	21:39:30.978	41250.232	21.961	OK
27-12-2020	21:40:00.978	41280.232	8.002	8.002	31.776	244	0	623.133	OK	27-12-2020	21:40:00.978	41280.232	21.958	OK
27-12-2020	21:40:30.980	41310.233	8.003	8.003	31.792	244	1	623.133	OK	27-12-2020	21:40:30.980	41310.233	21.959	OK
27-12-2020	21:41:00.979	41340.233	8.001	8.001	31.758	244	0	623.131	OK	27-12-2020	21:41:00.979	41340.233	21.958	OK
27-12-2020	21:41:30.979	41370.233	7.999	7.999	31.735	244	-1	623.131	OK	27-12-2020	21:41:30.979	41370.233	21.965	OK
27-12-2020	21:42:00.980	41400.233	8.000	8.000	31.749	244	0	623.131	OK	27-12-2020	21:42:00.980	41400.233	21.965	OK
27-12-2020	21:42:30.980	41430.234	8.001	8.001	31.760	244	0	623.131	OK	27-12-2020	21:42:30.980	41430.234	21.957	OK
27-12-2020	21:43:00.982	41460.236	8.001	8.001	31.767	244	0	623.131	OK	27-12-2020	21:43:00.982	41460.236	21.965	OK
27-12-2020	21:43:30.982	41490.236	8.000	8.000	31.747	244	0	623.129	OK	27-12-2020	21:43:30.982	41490.236	21.958	OK
27-12-2020	21:44:00.982	41520.236	8.002	8.002	31.783	244	1	623.131	OK	27-12-2020	21:44:00.982	41520.236	21.961	OK
27-12-2020	21:44:30.982	41550.236	8.001	8.001	31.769	244	0	623.131	OK	27-12-2020	21:44:30.982	41550.236	21.961	OK
27-12-2020	21:45:00.982	41580.236	8.000	8.000	31.752	244	0	623.129	OK	27-12-2020	21:45:00.982	41580.236	21.959	OK
27-12-2020	21:45:30.982	41610.236	7.999	7.999	31.728	244	-1	623.131	OK	27-12-2020	21:45:30.982	41610.236	21.961	OK
27-12-2020	21:46:00.983	41640.237	8.001	8.001	31.763	244	0	623.131	OK	27-12-2020	21:46:00.983	41640.237	21.956	OK
27-12-2020	21:46:30.983	41670.236	8.000	8.000	31.753	244	0	623.131	OK	27-12-2020	21:46:30.983	41670.236	21.968	OK
27-12-2020	21:47:00.983	41700.237	8.002	8.002	31.773	244	0	623.131	OK	27-12-2020	21:47:00.983	41700.237	21.966	OK
27-12-2020	21:47:30.983	41730.237	8.001	8.001	31.757	244	-1	623.131	OK	27-12-2020	21:47:30.983	41730.237	21.958	OK
27-12-2020	21:48:00.983	41760.237	7.998	7.998	31.717	244	0	623.129	OK	27-12-2020	21:48:00.983	41760.237	21.963	OK
27-12-2020	21:48:30.983	41790.237	8.001	8.001	31.762	244	0	623.129	OK	27-12-2020	21:48:30.983	41790.237	21.966	OK
27-12-2020	21:49:00.982	41820.235	8.001	8.001	31.753	244	0	623.131	OK	27-12-2020	21:49:00.982	41820.235	21.961	OK
27-12-2020	21:49:30.983	41850.237	8.002	8.002	31.785	244	0	623.129	OK	27-12-2020	21:49:30.983	41850.237	21.961	OK
27-12-2020	21:50:00.983	41880.237	8.001	8.001	31.760	244	1	623.131	OK	27-12-2020	21:50:00.983	41880.237	21.960	OK
27-12-2020	21:50:30.983	41910.237	8.002	8.002	31.773	244	0	623.129	OK	27-12-2020	21:50:30.983	41910.237	21.961	OK
27-12-2020	21:51:00.983	41940.237	8.000	8.000	31.749	244	1	623.129	OK	27-12-2020	21:51:00.983	41940.237	21.962	OK
27-12-2020	21:51:30.983	41970.237	8.000	8.000	31.748	244	0	623.131	OK	27-12-2020	21:51:30.983	41970.237	21.960	OK
27-12-2020	21:52:00.983	42000.237	8.002	8.002	31.785	244	1	623.131	OK	27-12-2020	21:52:00.983	42000.237	21.962	OK
27-12-2020	21:52:30.983	42030.237	8.000	8.000	31.750	244	0	623.129	OK	27-12-2020	21:52:30.983	42030.237	21.962	OK
27-12-2020	21:53:00.983	42060.237	8.001	8.001	31.758	244	1	623.129	OK	27-12-2020	21:53:00.983	42060.237	21.964	OK
27-12-2020	21:53:30.983	42090.237	8.002	8.002	31.772	244	1	623.129	OK	27-12-2020	21:53:30.983	42090.237	21.955	OK
27-12-2020	21:54:00.983	42120.237	8.000	8.000	31.740	244	1	623.128	OK	27-12-2020	21:54:00.983	42120.237	21.960	OK
27-12-2020	21:54:30.983	42150.237	8.001	8.001	31.765	244	0	623.129	OK	27-12-2020	21:54:30.983	42150.237	21.959	OK
27-12-2020	21:55:00.983	42180.237	8.001	8.001	31.757	244	0	623.129	OK	27-12-2020	21:55:00.983	42180.237	21.959	OK
27-12-2020	21:55:30.983	42210.237	8.001	8.001	31.763	244	0	623.128	OK	27-12-2020	21:55:30.983	42210.237	21.962	OK
27-12-2020	21:56:00.984	42240.238	8.001	8.001	31.764	244	0	623.129	OK	27-12-2020	21:56:00.984	42240.238	21.966	OK
27-12-2020	21:56:30.984	42270.238	7.999	7.999	31.732	244	0	623.129	OK	27-12-2020	21:56:30.984	42270.238	21.963	OK
27-12-2020	21:57:00.984	42300.238	8.002	8.002	31.774	244	0	623.129	OK	27-12-2020	21:57:00.984	42300.238	21.961	OK
27-12-2020	21:57:30.985	42330.238	8.001	8.001	31.761	244	1	623.128	OK	27-12-2020	21:57:30.985	42330.238	21.965	OK
27-12-2020	21:58:00.984	42360.238	7.999	7.999	31.735	244	0	623.128	OK	27-12-2020	21:58:00.984	42360.238	21.962	OK
27-12-2020	21:58:30.984	42390.238	8.003	8.003	31.793	244	0	623.129	OK	27-12-2020	21:58:30.984	42390.238	21.965	OK
27-12-2020	21:59:00.984	42420.238	8.000	8.000	31.754	244	0	623.128	OK	27-12-2020	21:59:00.984	42420.238	21.963	OK
27-12-2020	21:59:30.984	42450.238	8.001	8.001	31.763	244	0	623.129	OK	27-12-2020	21:59:30.984	42450.238	21.960	OK
27-12-2020	22:00:00.984	42480.238	7.999	7.999	31.728	244	0	623.129	OK	27-12-2020	22:00:00.984	42480.238	21.964	OK
27-12-2020	22:00:30.985	42510.239	8.002	8.002	31.776	244	0	623.128	OK	27-12-2020	22:00:30.985	42510.239	21.961	OK
27-12-2020	22:01:00.985	42540.239	7.999	7.999	31.733	244	-1	623.128	OK	27-12-2020	22:01:00.985	42540.239	21.961	OK
27-12-2020	22:01:30.986	42570.239	8.002	8.002	31.782	244	0	623.128	OK	27-12-2020	22:01:30.986	42570.239	21.966	OK
27-12-2020	22:02:00.987	42600.241	8.003	8.003	31.791	244	0	623.128	OK	27-12-2020	22:02:00.987	42600.241	21.965	OK
27-12-2020	22:02:30.986	42630.240	8.001	8.001	31.754	244	1	623.128	OK	27-12-2020	22:02:30.986	42630.240	21.959	OK
27-12-2020	22:03:00.986	42660.240	8.005	8.005	31.829	244	-1	623.128	OK	27-12-2020	22:03:00.986	42660.240	21.961	OK
27-12-2020	22:03:30.986	42690.240	8.000	8.000	31.743	244	0	623.128	OK	27-12-2020	22:03:30.986	42690.240	21.960	OK
27-12-2020	22:04:00.986	42720.240	8.003	8.003	31.795	244	0	623.129	OK	27-12-2020	22:04:00.986	42720.240	21.963	OK
27-12-2020	22:04:30.986	42750.240	8.000	8.000	31.749	244	0	623.129	OK	27-12-2020	22:04:30.986	42750.240	21.960	OK
27-12-2020	22:05:00.986	42780.240	8.003	8.003	31.791	244	1	623.128	OK	27-12-2020	22:05:00.986	42780.240	21.957	OK
27-12-2020	22:05:30.987	42810.241	8.002	8.002	31.777	244	1	623.128	OK	27-12-2020	22:05:30.987	42810.241	21.966	OK
27-12-2020	22:06:00.986	42840.240	8.001	8.001	31.768	244	0	623.129	OK	27-12-2020	22:06:00.986	42840.240	21.959	OK
27-12-2020	22:06:30.987	42870.241	8.003	8.003	31.789	244	0	623.128	OK	27-12-2020	22:06:30.987	42870.241	21.965	OK
27-12-2020	22:07:00.987	42900.240	8.001	8.001	31.762	244	0	623.128	OK	27-12-2020	22:07:00.987	42900.240	21.962	OK
27-12-2020	22:07:30.986	42930.240	8.001	8.001	31.766	244	0	623.128	OK	27-12-2020	22:07:30.986	42930.240	21.961	OK
27-12-2020	22:08:00.988	42960.242	8.003	8.003	31.791	244	1	623.128	OK	27-12-2020	22:08:00.988	42960.242	21.960	OK
27-12-2020	22:08:30.988	42990.242	8.002	8.002	31.780	244	1	623.125	OK	27-12-2020	22:08:30.988	42990.242	21.962	OK
27-12-2020	22:09:00.988	43020.242	8.003	8.003	31.803	244	-1	623.128	OK	27-12-2020	22:09:00.988	43020.242	21.969	OK
27-12-2020	22:09:30.988	43050.242	8.002	8.002	31.787	244	0	623.128	OK	27-12-2020	22:09:30.988	43050.242	21.961	OK
27-12-2020	22:10:00.988	43080.242	8.001	8.001	31.763	244	-1	623.125	OK	27-12-2020	22:10:00.988	43080.242	21.963	OK
27-12-2020	22:10:30.988	43110.242	8.001	8.001	31.764	244	1	623.129	OK	27-12-2020	22:10:30.988	43110.242	21.971	OK
27-12-2020	22:11:00.988	43140.242	8.003	8.003	31.800	244	0	623.125	OK	27-12-2020	22:11:00.988	43140.242	21.958	OK
27-12-2020	22:11:30.988	43170.242	8.001	8.001	31.762	244	-1	623.129	OK	27-12-2020	22:11:30.988	43170.242	21.963	OK
27-12-2020	22:12:00.988	43200.242	8.002	8.002	31.774	244	-1	623.128	OK	27-12-2020	22:12:00.988	43200.242	21.964	OK
27-12-2020	22:12:30.988	43230.242	8.000	8.000	31.754	244	1	623.128	OK	27-12-2020	22:12:30.988	43230.242	21.965	OK
27-12-2020	22:13:00.988	43260.242	8.002	8.002	31.773	244	0	623.129	OK	27-12-2020	22:13:00.988	43260.242	21.962	OK
27-12-2020	22:13:30.988	43290.242	8.002	8.002	31.773	244	0	623.128	OK	27-12-2020	22:13:30.988	43290.242	21.963	OK
27-12-2020	22:14:00.988	43320.242	8.001	8.001	31.755	244	0	623.129	OK	27-12-2020	22:14:00.988	43320.242	21.963	OK
27-12-2020	22:14:30.992	43350.246	8.001	8.001	31.759	244	1	623.128	OK	27-12-2020	22:14:30.992	43350.246	21.965	OK
27-12-2020	22:15:00.988	43380.242	8.002	8.002	31.771	244	0	623.129	OK	27-12-2020	22:15:00.988	43380.242	21.957	OK
27-12-2020	22:15:30.988	43410.242	8.001	8.001	31.755	244	0	623.129	OK	27-12-2020	22:15:30.988	43410.242	21.964	OK
27-12-2020	22:16:00.988	43440.242	8.000	8.000	31.751	244	0	623.129	OK	27-12-2020	22:16:00.988	43440.242	21.963	OK
27-12-2020	22:16:30.988	43470.242	8.002	8.002	31.777	244	0	623.129	OK	27-12-2020	22:16:30.988	43470.242	21.960	OK
27-12-2020	22:17:00.987	43500.240	8.002	8.002	31.786	244	0	623.129	OK	27-12-2020	22:17:00.987	43500.240	21.970	OK
27-12-2020	22:17:30.988	43530.242	8.001	8.001	31.766	244	-1	623.129	OK	27-12-2020	22:17:30.988	43530.242	21.961	OK
27-12-2020	22:18:00.988	43560.242	8.000	8.000	31.745	244	0	623.129	OK	27-12-2020	22:18:00.988	43560.242	21.966	OK
27-12-2020	22:18:30.988	43590.242	8.000	8.000	31.747	244	0	623.131	OK	27-12-2020	22:18:30.988	43590.242	21.966	OK
27-12-2020	22:19:00.988	43620.242	8.000	8.000	31.746	244	0	623.128	OK	27-12-2020	22:19:00.988	43620.242	21.961	OK
27-12-2020	22:19:30.988	43650.241	8.002	8.002	31.786	244	-1	623.129	OK	27-12-2020	22:19:30.988	43650.241	21.964	OK
27-12-2020	22:20:00.988	43680.242	8.001	8.001	31.760	244	0	623.129	OK	27-12-2020	22:20:00.988	43680.242	21.964	OK
27-12-2020	22:20:30.988	43710.242	8.002	8.002	31.784	244	0	623.129	OK	27-12-2020	22:20:30.988	43710.242	21.969	OK
27-12-2020	22:21:00.988	43740.242	8.001	8.001	31.763	244	0	623.129	OK	27-12-2020	22:21:00.988	43740.242	21.964	OK
27-12-2020	22:21:30.988	43770.242	8.003	8.003	31.787	244	0	623.131	OK	27-12-2020	22:21:30.988	43770.242	21.965	OK
27-12-2020	22:22:00.989	43800.243	8.002	8.002	31.779	244	0	623.129	OK	27-12-2020	22:22:00.989	43800.243	21.962	OK
27-12-2020	22:22:30.989	43830.243	8.001	8.001	31.764	244	-1	623.129	OK	27-12-2020	22:22:30.989	43830.243	21.967	OK
27-12-2020	22:23:00.989	43860.243	8.000	8.000	31.752	244	0	623.129	OK	27-12-2020	22:23:00.989	43860.243	21.965	OK
27-12-2020	22:23:30.989	43890.243	8.002	8.002	31.777	244	0	623.131	OK	27-12-2020	22:23:30.989	43890.243	21.962	OK
27-12-2020	22:24:00.988	43920.242	8.000	8.000	31.749	244	0	623.133	OK	27-12-2020	22:24:00.988	43920.242	21.965	OK
27-12-2020	22:24:30.989	43950.243	8.000	8.000	31.740	244	0	623.131	OK	27-12-2020	22:24:30.989	43950.243	21.969	OK
27-12-2020	22:25:00.990	43980.243	8.003	8.003	31.791	244	1	623.131	OK	27-12-2020	22:25:00.990	43980.243	21.965	OK
27-12-2020	22:25:30.990	44010.244	8.001	8.001	31.759	244	0	623.129	OK	27-12-2020	22:25:30.990	44010.244	21.965	OK
27-12-2020	22:26:00.990	44040.244	8.002	8.002	31.779	244	1	623.131	OK	27-12-2020	22:26:00.990	44040.244	21.965	OK
27-12-2020	22:26:30.990	44070.244	8.003	8.003	31.794	244	0	623.129	OK	27-12-2020	22:26:30.990	44070.244	21.968	OK
27-12-2020	22:27:00.989	44100.243	8.001	8.001	31.760	244	0	623.129	OK	27-12-2020	22:27:00.989	44100.243	21.962	OK
27-12-2020	22:27:30.991	44130.245	8.000	8.000	31.752	244	0	623.129	OK	27-12-2020	22:27:30.991	44130.245	21.966	OK
27-12-2020	22:28:00.991	44160.245	8.003	8.003	31.794	244	0	623.129	OK	27-12-2020	22:28:00.991	44160.245	21.964	OK
27-12-2020	22:28:30.990	44190.244	7.999	7.999	31.732	244	0	623.129	OK	27-12-2020	22:28:30.990	44190.244	21.972	OK
27-12-2020	22:29:00.992	44220.245	8.003	8.003	31.791	244	0	623.131	OK	27-12-2020	22:29:00.992	44220.245	21.967	OK
27-12-2020	22:29:30.992	44250.246	7.999	7.999	31.730	244	0	623.129	OK	27-12-2020	22:29:30.992	44250.246	21.964	OK
27-12-2020	22:30:00.992	44280.246	7.999	7.999	31.735	244	-1	623.131	OK	27-12-2020	22:30:00.992	44280.246	21.968	OK
27-12-2020	22:30:30.992	44310.246	8.000	8.000	31.747	244	1	623.131	OK	27-12-2020	22:30:30.992	44310.246	21.966	OK
27-12-2020	22:31:00.993	44340.247	8.003	8.003	31.786	244	0	623.131	OK	27-12-2020	22:31:00.993	44340.247	21.961	OK
27-12-2020	22:31:30.993	44370.247	8.000	8.000	31.755	244	0	623.131	OK	27-12-2020	22:31:30.993	44370.247	21.968	OK
27-12-2020	22:32:00.993	44400.247	8.002	8.002	31.777	244	0	623.131	OK	27-12-2020	22:32:00.993	44400.247	21.967	OK
27-12-2020	22:32:30.994	44430.247	8.001	8.001	31.767	244	0	623.129	OK	27-12-2020	22:32:30.994	44430.247	21.969	OK
27-12-2020	22:33:00.994	44460.248	8.001	8.001	31.771	244	0	623.131	OK	27-12-2020	22:33:00.994	44460.248	21.973	OK
27-12-2020	22:33:30.994	44490.247	8.002	8.002	31.777	244	1	623.129	OK	27-12-2020	22:33:30.994	44490.247	21.968	OK
27-12-2020	22:34:00.994	44520.248	8.001	8.001	31.770	244	1	623.131	OK	27-12-2020	22:34:00.994	44520.248	21.973	OK
27-12-2020	22:34:30.994	44550.248	8.002	8.002	31.784	244	0	623.131	OK	27-12-2020	22:34:30.994	44550.248	21.965	OK
27-12-2020	22:35:00.994	44580.247	8.000	8.000	31.753	244	1	623.129	OK	27-12-2020	22:35:00.994	44580.247	21.965	OK
27-12-2020	22:35:30.994	44610.248	8.000	8.000	31.740	244	0	623.131	OK	27-12-2020	22:35:30.994	44610.248	21.972	OK
